"";"Artiste";"Texte";"id"
"10453";"furax";". Je en viens à croire que je porte le poids de mes années noires. Puisque je bois et que je retrouve la mémoire, désarmez-moi Ton paradis je ne irai pas, car ce gars-là se en moque. Et puis je avance dans une carriole tirée par deux canassons morts. Et je irai où je pourrais, je finirai ma vie seul au pays. Loin des concerts et des conseils de ceux qui veulent obéir. Mon président refusera tout dialogue Mais demandez lui pourquoi court encore le violeur de Nafissatou Diallo Quand nos élus se en sortent, les mêmes se la font mettre. Nous en cellule, puis se console une pute sous 3 mètres de plafond mec. Je ai beau me casser la tête, la pression ne diminue pas. Je ai beau chasser la bête mais elle revient quand les dix minutes passent Un max de beuh pour oublier que je ai fait de mon père un homme en colère. Et de ma pauvre mère un casque bleu. Le mal est fait, si je te croise ce soir. Je serai défait chez les faibles, me demande pas si tu veux quoi que ce soit!";1500
"10457";"furax";"Un matin dans la peau de un frère amaigri par les années de siège Des aller-retours à Lourdes à faire des allées de cierges. Mais ça le aide ma daronne à croire, le prêtre est incollable Son histoire est drôle mais elle ne tient pas debout, ça te rappelle rien connard ?98 : Dieu créé des légendes, je me crevais les jambes. A 43 kilos on fait tout sauf rêver les gens. Mais gardes ta pitié bouffonne, les mecs étouffez-la vite. Je veux pas le crier tout fort elle me aiderait si elle me bouffait la bite. Et ce type bourré qui me dit ""Tu sais que les gonzesses te saignent ?"". Que il a un pote en chaise roulante et que ce pauvre con sait ce que ce est. Mais blaireau, ton roman cale le toi dans le anneau. Ta team déborde de compassion, crois-moi y a pas de cadeau dans la nôtre. Viens plus me embrasser sur la scène, je te fais de la peine ce est ça ?. Vas-y, vas-y fais venir des ";1501
"10487";"black m";"Laisse tomber les autres, on ne les voit même pas, on sort du lot. Ils ne ont pas le attitude pour être des nôtres. Et, nous, dans nos habitudes, ce est du sans fauteÀ la vôtre Laisse tomber les autres, on ne les voit même pas, on sort du lot. Ils ne ont pas le attitude pour être des nôtres. Et, nous, dans nos habitudes, ce est du sans fauteÀ la vôtre. ";1505
"10490";"black m";". Ici, même avec tes gros bras, tu finiras bêtement fatigué. Tout ce que te as physiquement, ici, on te le masque avec un billet Demande aux mecs de ma cave qui se sont tous déjà éparpillés Si ta bouteille fait des étincelles, ça veut pas dire que te es né pour briller. ";1505
"10497";"black m";"Laisse-moi me poser. Le but, ce ne est pas de voir ma tête dans mon Closer Vu l'état du game, ye a de quoi te faire les gros yeux Oui, je veux peser, mais pas comme Rozay. Fuck vos peoples, et ce sont des losers Et qui te a dit que mon public ne a pas plus de douze ans ?. Je suis en train de tout 'quer-ni', ça devient même pénible Je fais kiffer ta go et je ne ai rien de un R.Kelly. ";1505
"10499";"black m";"Pose ton Mathusalem puisque ce est ça que elles aiment. Pose ton Mathusalem, ce est Paris, pas Harlem. Pose ton Mathusalem, fais kiffer mes aliens. Pose ton Mathusalem, ton ennemi, on le malmène. . .             .           .         ";1505
"10502";"black m";"Hello Bériz ! Euh... Comment vas-tu depuis Wati euh... ?. Comment leur dire que ce est moi le king ? Euh... Ce est moi qui vous dicte le chapitre. Rêveur, on me dit que je suis ché-per, mais, le Big Black M, il a cé-per Et on dit que, la chute, elle est sévère mais, le débrouillard, il sait faire Je ai le sang du daron de la Guinée tout comme je ai le sang de un rappeur qui sait kicker Je me fous de vos idoles cain-ri, ce ne est pas eux qui me donnent le maro Je suis pas dans les délires L.A, quand le soleil frappe, je suis plutôt Maroc. Gros son pour les re-frés, il faut que tout le monde chante mon refrain";1506
"10504";"black m";"Je voulais juste prendre mes lovés sans pour autant vouloir être mauvais Me en voulez pas de avoir innové, oh ! Tous vos sons me donnent la nausée. J'étais au 'tier-quar' souvent posé, je voulais que personne vienne me causer. Je voulais juste dreamer, me sauver, fuck le Interim, je préférais chômer Beaucoup me ont dit que je finirai paumé, je avais que Sexion pour m'épauler. J'étais souvent dur et en colère, oui, je ne aimais pas le système scolaire Je avais du mal avec les horaires, à mes ennemis je disais : ""Je les aurai""Je ne suis pas là pour décorer, non, renoi, faut pas déconner";1506
"10508";"black m";"Te aimes te faire belle, oui, te aimes briller la night. Te aimes les éloges, te aimes quand les hommes te remarquent. Te aimes que le on pense haut et fort que te es la plus... Oh !Je ne dirai rien...Te aimes te faire belle, oui, te aimes briller la night. Te aimes les éloges, te aimes quand les hommes te remarquent. Te aimes que le on pense haut et fort que te es la plus... Oh !Je ne dirai rien.... ";1507
"10511";"dadju";"Te aimes que on te dise que ta présence est indispensable. Puis te poser avec un smicard est une chose impensable. Ego surdimensionné, or princesse de château de sable. Et fuck se il a bon cœur, ce qui compte ce est que le compte soit dépensable Tu vis dans tes idéaux, donc te as délaissé le Bac. Tu ne mérites que la Clio, mais tu veux la Maybach Tu regardes les gens de haut, les yeux plus gros que la Black Card. Carlton et les beaux tels-hô, vu que tu sautes les étapes Toujours une nouvelle envie chaque seconde. Rien ne est assez bien pour oi-t'. Faudrait que on te offre les merveilles de ce monde. Bien emballées dans une boîte Pourtant te es pas si sexy, tu ne excites que les gavas en fin de vie Si je te invite au coin VIP, ce est que ta copine me supplie Faut que te arrêtes de jubiler, arrête de me questionner La ça bosse pour ""Indéfini"" : PDG, vire-les !";1507
"10515";"black m";"Oui ton entrée a mis comme un froid dans le coin alors que j'étais posé avec tous mes gars, au calme Je ai voulu te ignorer, mais comment faire quand même les plus grands bandits ici sont tombés sous ton charme. Pour moi, ye a pas de souci, je ai les yeux plus gros que ta cambrure, cousine. Ce ne est pas juste parce que tu es fraîche que tu vas me refroidir, je en ai connu des plus sauvages. Tous les niggas te guettent, quand ye a du mbourou, je suis pas celui qui daba les miettes… Ha ha !Big Black M, pas du genre à se faire piquer par ta taille de guêpe. Trop cash peut-être, parce que je sais que le mal me guette Je sais que ce est bête, mais te es là juste parce que je ai cé-per Et si moi je suis un macho, dis-moi toi te es quoi ?. De toute façon tu ne me laisses pas le choix, tout le monde te nnaît-coÀ quoi ça sert d'être un avion de chasse, si ça vole pas haut ?Si tu veux oui vas-y viens on tchatche, mais je suis que un salaud";1507
"10516";"black m";"Te aimes te faire belle, oui, te aimes briller la night. Te aimes les éloges, te aimes quand les hommes te remarquent. Te aimes que le on pense haut et fort que te es la plus... Oh !Je ne dirai rien...Te aimes te faire belle, oui, te aimes briller la night. Te aimes les éloges, te aimes quand les hommes te remarquent. Te aimes que le on pense haut et fort que te es la plus... Oh !Je ne dirai rien.... . .             .           .         ";1507
"10544";"seth gueko";"Je ai pas le temps de répondre à leurs clash. Saches que mon Jnoun les insultes à ma place Je ai des gros doutes sur leurs histoire de kalash. Je doute aussi que on soit plus beau devant un miroir de palace. Ma pauvre mère a fait une demande de appart. Ça fait 5 ans que son dossier est dans un tiroir de paperasse. La France peut crier victoire, je marrache Même si partir ce est mourir un peu, hélas. Par contre mourir, ce est partir beaucoup ma couillasse. Ce est même disparaître de la surface T-Max, Air Max, Huarache. Dis-moi qui a la couronne que je lui arrache Je ai ma soucoupe caché dans les collines de Bugarach. Ye a eu un arrivage, passe moi les clés du garage So', plus je fais des punchlines plus je agace. Faux, pas croire tout ce que dit David Pujadas. Chaud, on est victimes de diffamations. Je suis beau garçon je suis pas en Thaï pour les putes à DAS'. Mate mes mains on dirait que je ai été dix fois maçons. Le argent ne as pas de odeur mais le placard ça pue sa race. Si je avais déjà la classe avec mes Cortez Je envoie du lourd te es pas sorti de le obèse Je fais du rap de cours de promenades, pas de cours de collège Hun.. la chatte à Selena Gomez. ";1512
"10588";"black m";". Me demande pas où est mon esprit. Le cœur noirci, peut-être à cause du ness-bi. Je approche de la trentaine, faut que je fasse le oseille vite. Je ai le impression que je suis en train de tomber dans le vide et je ai des envies.... De tout vouloir, de tout vouloir, de tout vouloir tout de suite Je suis dans un trou noir, un trou noir, un trou noir, ma vie. Des envies de tout vouloir, de tout vouloir, de tout vouloir tout de suite. Je suis dans un trou noir, un trou noir, un trou noir, ma vie. ";1521
"10594";"black m";". De tout vouloir, de tout vouloir, de tout vouloir tout de suite. Je suis dans un trou noir, un trou noir, un trou noir, ma vie. Des envies de tout vouloir, de tout vouloir, de tout vouloir tout de suite. Je suis dans un trou noir, un trou noir, un trou noir, ma vie. . .             .           .         ";1521
"10606";"alkpote";". Néochrome Néochrome, je suis hors-piste, hors-jeu, hors-circuit, hors-compétition. Je bombarde ce son de barge, mon biscuit grossit et je sors le Don Pérignon Je attire les sirènes, les pucelles, les sorcières de chez Jackie et Michel (Salope). Tapis dans le maquis à Paris, les racistes me salissent l'épiderme Lyrical Khaled Kelkal, ce est de la bombe, ou mon poto Joe Lucazz. Evite les clodos, les MCs homos et leur putain de flow tout naze. Une grosse moustache, une belle be-bar. Et je peux crever quelque part avec ne importe quel crevard. Je veux plus chanter et faire le gueulard. Exact, ce est Al K qui t'éclate. Fiston tu salis tes draps, nous tes oreilles on décrasse. Ça sniffe des traces et tise comme au Texas. Je viens faire le ménage pour que tu captes le message Le aigle de Carthage, je suis dans le collimateur. Des maisons de skeuds je encule tous tes maudits rappeurs La police a peur, je suis le empereur Serge Gainsbeurre. Le meilleur, le putain de vaporisateur. ";1523
"10608";"alkpote";". Ça sert à rien de parler, il faut agir tout de suite Je représente la Tunisie comme Samir Loussif. Admire le coup de griffe, déroulez le tapis rouge vif. Je aspire tout le splif, tu peux danser même si tu ne as pas mis de soutif (Salope, salope). ";1523
"10610";"alkpote";". Je suis plein de hématomes et je bombe juste le torse. Profonde est ta gorge donc suce mon sucre de orge. Par Toutatis, les pe tites font des partouzes à 10. Partout ça tise, fais belek au parcours ça glisse. ";1523
"10619";"alkpote";"Je nage avec les oiseaux je vole avec les poissons. Je tise comme un poivrot, salope caresse mon poivron. À quoi bon gratter le amitié à des bons à rien. On a pas besoin de ta pitié mec on va bien. Nouvel épisode, ce est néochrome les pilotes. Que des bestioles, des microbes Quand tu te lèves je vais mir-dor. Alkpote, 25G, ";1524
"10626";"alkpote";". Suce ma tour de Pise, pendant mon tour de piste. Je aiguise mon tournevis, je vis pour le fric. Le alcool se tise, ce est ça que veulent mes Ge s Comme Malcolm et Reese (Francis), vos forces s'épuisent. Donne-moi la main, ne me fais pas la bise Je mets du Versace pendant la crise. Pendant que les roumains nettoient des pare-brises. Ce est la merde, il faut que tu réalises. Ne mets pas tes putains de doigts dans la prise. Al K-putain de pote et DJ Weedim. Sidisid, Butter Bullets, ce est la fête. Encaisse une balle à ailette dans ta tête. Vas-y enfile ta plus belle chemisette. On investit dans les meilleurs tissus. Et on charbonne comme un cochon qui sue On vous divertit un peu comme Guy Lux. Mec on détruit tous les sales détritus. Pendant la crise ce est navrant les pe tites sucent Cachent de la drogue dans le Ted Lapidus. Et je brûle de la putain de feuille, papyrus Jonathan Hash, le aigle de Carthage est dans les parages. Je saccage, je arrive à la nage pour le nettoyage. Matraquage, fais tes bagages, on part en voyage. Mes gobelins dorment dans des garages, le aigle sort de sa cage. ";1525
"10631";"alkpote";". Je suis fons-dé dans la tête des pensées sombres. Ouais je suis fier de moi quand je prend tes ronds. Je compte pas être enterré au Panthéon. Je me suis entraîné à te planter le front. Je veux pas périr de une putain de pendaison. Sous un ciel orageux, je lève mon verre aux rageux. Un diable à ma gauche et un ange à ma droite Je ai le Paradis derrière, le Enfer face à ouam. Evites le troubles-fête les rabat-joie. Les filles maladroites, j'écoute du Balavoine. Ce est Alkpote, Nekfeu et Alpha Wann. On dépouille votre beuh comme à la douane. Jeune padawan, prends garde à ouat. Dans ce monde tu viens tu repars à poil. Ye a pas de lézard vert et pas de chat noir. Que des lames de rasoir dans la mâchoire. ";1526
"10633";"nekfeu";". Quand je ai vécu la vraie traîtrise le doute était long. Mental de résistant, malgré les risques je ai coupé les ponts. A quoi bon se entêter faut s’inquiéter de la santé des tiens. Je te parle des vrais pas ceux qui te sourient sans te aider. Te façon te es dead si tu dédaignes le honneur que tu détiens. Ne es pas peur des teignes même si tes malheurs déteignent. Téma leur dégaine à 13 contre 1 ça tape des tête hein?. Moi je suis un lion rien à battre des valeurs des hyènes. Tu pera les difficiles te es un voyou que dans ta tête. Je jette un caillou dans ta fe nêtre et je mets ma pierre a l'édifice. La société délaisse les gens au pire elle les divisent. Moi je compte péra les 10 piges qui suivent et pirater le fisc. Fumer des cohiba cool, on mise sur quoi? sur le avenir. La vie est un jeu on y joue cash rien que on y va couze On se dissout pas en bas des escaliers je regarde sous les jupes des filles Tu peux me appeler Onizuka de le Onibaku. ";1526
"10635";"alkpote";". Narvalo parano une bombe dans mon sac à dos. Rap crado à le assaut des ondes mange des marshmallows. Je avais 14 ans en 1995 aujourde hui je crame de la niake s. Et je t'éclate le diaphragme quelques grammes de caviar. Et on parle de mariage néochrome en partenariat du rap de mafia. 2013 14 15 16, Alice au pays des merveilles. Aziz au pays des merguez. ";1526
"10636";"nekfeu";". La folie qui me a frappé ne porte pas de nom médical. Je suis descendu en rappel de mon cordon ombilical. En 95 zinc' je avais 5 ans. Je me en souviens bien mon grand-père est mort douleur cinglante. Je pense à lui quand je me sens trop défaitiste. Ye a une leçon dans chaque douleur même si ye a beaucoup de effets tristes. On a les boules et on fuck un tas de Gaïsha. Cliques sur la fan page de Phaal et Jonathan H. ";1526
"10645";"alkpote";". Sale salope je te emmerde, Alkpote se entête. Ça en jette un max, je fonctionne à la bonne franquette. Je suis là à 100m, ça te attaque en traître. Sur toi se abat la tempête du AK47. La hagra de le enfer, la came ça rend bête. Ce sera ta grande fête, je sais que ta kahba se sent prête. Prépare ta chatte, ta languette. Bande de tapettes, démarrage en tête. Je me en fous que tes ";1528
"10650";"alkpote";". Je dors la journée, je suis camouflé. Je tousse et ma vue est floutée. Ils me connaissent pas, ils me détestent. Et veulent me voir dans la rue m'écrouler. Te inquiète pour moi, ce ne sont que des abrutis de plus Je reste dans le monde de la nuit avec mes Draculitus. ";1528
"10660";"alkpote";". Te as jamais vu autant de dégâts (jamais) gros quand je te-graÇa essaie de me imiter, comme Laurent Gerra (voilà). Commencez-pas, ça vend des grammes, des cailles, devant tes gars le diable te tend les bras. Demandez-moi, ouah Idjil pas là pour faire de grands débats. Ressens l'éclat, la brillance de nos yeux qui scintillent. Je tavertis avant de chécra, je prépare ma vendetta. Sergio Tacchini sur le torse, je te ressers un martini plus fort. Gros dés qu'ça finit tu sors. J'écris un tas de lyrics plus gores. De Evry à Savigny sur Orge je ai la famille qui me supporte. Afrique du nord, Tunisie, la révolution du jasmin à le aire gore vue de ici. Vérifie, au micro je t'écrase je te terrifie, sur ma bite je verse du sirop d'érable. ";1529
"10665";"alkpote";". Putain, remix, caillera, ghetto, Rap de taulard. International, mes fréros parlent kosovar Je suis un scénariste comme Pedro Almodovar. Ce est la vie donc roule un bédo sale gros connard. On sort nos tracks comme des putains de bonbonnes de crack. Mongoldorak ce est dans mon coin que je consomme le jack. Je bois au goulot je ai un revolver de cowboy. Je suis ton bourreau si te es parfumé au monoïElle est bonne la came, je la transporte comme Jason Statham. Nan ne me sucez pas vous êtes folle madame. Ça sert à rien de chercher bien loin on est àl wesh. Complètement marbré complètement à le ouest. ";1530
"10685";"alkpote";". Bande de putains. Bande bande bande de putains de pu-pu-putes. Bande bande bande de putains de putes, remix !. Bande bande bande de putains de pu-pu-putes Bande bande bande de putains de putes, le U2F. Bande bande bande de putains de pu-pu-putes. Bande bande bande de putains de putes, Niro. Tige la Rafale. RCP. Sidi Sid. ";1531
"10686";"alkpote";". Bande de putes, ce est quoi les bails ?. Je ai de la pure, je ai de l'écaille. On se procure de la ferraille. Pour te détruire ton gouvernail. Où que le on aille, les putains de putain de putes viennent fourrer leur nez. Je vais tous les heurter, ye a que sur le net que vous pouvez surfer. Squatte le bunker, j'éclate le boomer Je rappe avec un masque de soudeur Charge le Luger, un max de lourdeur. J'éjacule sur tes taches de rousseur. Bande de putains de chiennasses de malheur. On apporte la chaleur à ta porte. Alkpote le sale dur qui ne mange pas de porc. Et jusqu'à la mort on lèvera le majeur. Nouvelle sélection, nouvelle érection. Nouvelle déception, nouvelle dépression. A.L.K.P.O.T.E prend jamais de mauvaise décision. Exhibition, Inch’Allah bientôt dans ta télévision. Je prend la direction de le enfer, Lucifer je veux sa bénédiction. ";1531
"10691";"alkpote";" X2. Bande de putains. Bande bande bande de putains de pu-pu-putes. Bande bande bande de putains de putes. Bande bande bande de putains de pu-pu-putes. Bande bande bande de putains de putes. Bande bande bande de putains de pu-pu-putes. Bande bande bande de putains de putes. Si si !. ";1531
"10692";"niro";". Baisse les yeux, baisse les bras. Baisse ton fut' Adidas. Chiennasse, baise ta putain de bande de putes à 10 balles. Traumatise les tah des quartiers chics de Paname City. Hello bitchy, je te paye un ptit cheese, enlève ta culotte Hello Kitty. Alk-putain de-poto, Niro. ZUP de Blois. Sors tout droit de un bourbier. Tu nous aimes pas va te rentrer du doigt. Ces 10 prochaines années, le rap français peut compter sur moi. De 1 parce que je ai envie, de 2 parce que je rappe mieux que toi. Bande de putain de putains. On joue pas au foot sur le terrain on met des putains de but hein. Pour avoir des 0 sur mes chèques comme sur mes bulletins. Je suis prêt à bibi des godes vibreurs tourneurs à Christine Boutin. ";1531
"10744";"niro";"Te aurais pu me trouver dans un bloc du 91 à bicrave la skunk Je ai tué tous mes gosses dans des capotes, je perds trop de neurones à la seconde. Je me présente N.I.R.O. pas le fils du rap, je suis le fils à mon père!Dès que ils entendent mon blaze, direct ils me font la blague sur Robert !. On a bien rigolé, va nous chercher de quoi picoler Je suis pas un putain de pistonné : je ai un réseau de bâtards. Qui capte les passes téléphonées, toujours simple si tu me reconnais. Dis-moi salam alaykoum, frère joues pas les khatar !Passes la weed arrête de nehess, gros te as pas besoin de me lahess Tu me vois pas trop dans la presse, je suis pas une star, je suis en hess Incessamment sous beuh. La rime est sale on fout le zbeul Que de la frappe, fume avec nous, tu repars tout blanc ou tout bleu Incessamment sous beuh, on veut ramasser tout le blé. Va falloir que tu roules vraiment vite si tu veux nous doubler. Je suis trop pété pour finir mon couplet. ";1539
"10751";"deen burbigo";". Je gratte des tas de parchemin avec mon gang aux vers stylés Passe pas par 4 chemins sauf si je rentre à Aubervilliers. Demande aux potos qui squattent. Solo j’autoproduis chaque bail. Flow autodidacte, polo croco au pe tit casse-dalle. Loyers, factures, impôts locaux il me faut un pascal. Le Entourage tu connais le logo on floque un tas de sapes. Lascar on fuck un tas de garces. Des tas de phases en rafale, pour que nos gars se calment. On a masse de soucis dans la tête, masse de bout de shit dans la veste. Traîne sur le asphalte, les panards rouge vif sur la semelle. Quand la brigade nous palpe on est tricard tout-par. Frère mon crack est déjà solide pas besoin de bicarbonate. Nique la presse j’aime m’égarer avec mes frères sénégalais. Mes toubabs, mes beurs qui connaissent le stress et les galères. Moi et mon double fou sache que on avance en tandem. Rockant d'épaisses doudounes, face aux orages et aux tempêtes. ";1540
"10764";"alkpote";". Des squelettes dans le placard comme la famille de Georges Bush. Ma drogue douce vaut la scientologie de Tom Cruise. Le sol se ouvre et le Enfer remonte à la surface. Ne meurs pas du dass, les djinns prennent le apparence de une garce. Ce est pour mes horribles stre-mon, mes sales ordures. Consomme pas de Bromure. On saute la clôture. Les impostures on les séquestre dans une grotte. Al K putain de pote ce est le top du top. Ce est somptueux et monstrueux. Même se ils sont furieux, on monte sur eux. Ils ont fait de moi un putain de monstre. Virez-moi une somme ronde sur un compte. Ce est dans la discrétion que mes ninjas opèrent. Si ce est Halloween, je mettrai le masque de Nina Roberts. Cigare au bec, ce est le heure de la revanche. On vient tout reprendre pour pouvoir rendre le fric à nos pères. ";1542
"10813";"soprano";"Marre de trimer, à se défoncer au taf Enfermés dans nos idées, génération no life. Le monde tourne à le envers et ce qui domine ce est le audace. Toi te en a rien à faire tant que te es bien dans tes godasses Marre de trimer, à se défoncer au taf. Enfermés dans nos idées, génération no life. Le monde tourne à le envers et ce qui domine ce est le cash. Toi te en a rien à faire, génération no life. ";1549
"10815";"soprano";". Je sais pas si tu sais que on est tous un peu dingues, que on est tous un peu fêlés. Pour un peu de money, les jeunes ont décidés de ne plus viser les mollets. ""Maman, change de chaîne, ce soir ye a mes fesses qui passent à la télé. Te inquiète pas, je ai bien tweeté pour que le monde entier voit le Q.I. de ton bébé"". Dopé-dopé, dès le petit déjeuné. Shit, antidépresseurs, riche en fibres pour bien affronter la journée. Stopper-stopper le aiguille du temps est impossible. Me faut du Botox antirides pour  l’éternelle beauté. Le monde des hommes est complètement fou. À force de en mettre plein la vue le avenir est complètement flou. Depuis les Facebook, Twitter, Instagram. Ye a pas que avec le shit que les neurones, sur le instant, crament. ";1549
"10910";"a2h";"Des fois, ce est le blues, des fois, ce est pas marrant La ville, elle parle fort, je avance les bras ballants Ce matin, je ai pas envie, non, ce matin, je suis pas en vieÊtre enfermé dans le tro-m', putain, ce est ma hantise. Je ai vu une maman pleurer, plus loin, deux mômes se tapent Premier wagon du RER, je crois que le cône se tasse Putain, où est ma place ? Pourtant, je suis né ici. Mais, au bord du précipice, seul Satan me félicite. Je crois que je suis en dépression, en ce moment, je déteste mes sons. Je fais des rêves très sombres et je compte plus sur mes frères, ce est con. Je ai perdu la motiv' et les clés de chez 'oi-m'. Vite, sous la coquille, je frappe le mur et me pète les 'oigts-d'. Je me sens pas en phase avec les autres, arrête les poses de mannequin. Et, quand tu causes, arrête les propos de catin. La bouffe est fade, ça me rappelle la cantine. Le seul remède pour moi : partir chez la tantine. ";1564
"10913";"a2h";". Chez la tantine, ye a du son, un cari, du piment. Ça sert à rien de faire le chaud, genre caïd du ciment. Ye a tous les 'zinc', du sega, du reggae dance-hall Même le vieux 'cle-on' fume le zamal sous sa cap de base-ball. Il enchaîne mais ce est pas des verres de eau Il fait hyper beau, un basket, fly, je ne fais que des air-balls Claquettes velcros et je file. Un restau' et une fille, je me lève tôt et je chill. Pas envie de rentrer chez moi, ce est tout gris. Je veux un massage de la tante, je aime pas les toubibs. Pas besoin de courir, nan, je ai envie de mourir quand. Il est temps de foutre le camp, ce est tout pourri, je rentre. Je refais la gueule comme tout le monde Métro bondé, vieilles blondes, et le bronzage se estompe. Il recommence à cailler, je suis normal sous le veston. Je veux voir la plage, fuir le béton. ";1564
"10916";"a2h";". Je ai perdu la boule dans la ville, je suis foutu. Je ne ai pas de oseille, ce est la merde, je ne ai que des vues sur Youtube. Et mes reufs me font des coups de pute. Il me faut une coupure ou que je la vois toute nue. Ce est évident, vie irritante, je fais peu de ventes. Pas militant, non, mais ascension imminente. Je en ne ai pas fini, non, non, mets de la weed dans le bang. Je me en fous de ce que, les flics, ils pensent. On a le talent, l'étoffe des héros. On a vu drogues, cops, même pris des grosses dans le tel-ho. Des tas de prods, j'écris le soir, ce est le mélodrame. Un phénomène, cent kilogrames, une flamme et du kérosène. Que les blaireaux crèvent, je opère au sabre. Te es naze, mes négros se lèvent pour faire la fête pépère au calme. Pas besoin de jouer les gorilles, on s'égosille. Et sale 'ien-ch, je te mets le collier, pas poli mais je suis le prof. Toi, te es l'écolier, ce est odieux, je suis horrible. Et tu ne peux nier, ce est curieux, ce est furieux. Me teste, ce est périlleux, bonne chance, le cœur y est. Je sais de où je viens, je suis le fils à la mama La couleur vient de Mada et la green dans le calebar. Et, chaque jour, on se adapte, chaque jour, on patate ça. Là pour froisser, laisser des cadavres. ";1565
"10922";"a2h";". On ne a pris la place de personne. On se est garé sur le trottoir, on a frappé dans les bons sacs. La came est bonne, on a les 'ients-cli, les contacts. Un son classe et je viens vider mon sac. Un comparse : 3010 dans les bons bails. Un con parle, fais gaffe à qui tu me compares. Une bombasse, je aime quand ton fion claque Un 'ton-car et je me roule un long sdar. . .             .           .         ";1565
"10961";"la fouine";". Seigneur montrez-moi le chemin, Seigneur montrez-moi la bonne route. Plus j’avance, plus tout est incertain, tous ces rageux le succès dégoute J’avais jamais vu l’océan mais les joues de la daronne étaient salées Au quartier j’étais bon qu’à tiser pourtant c’était le daron qu’était saouléJ’ai visité l'Île de Gorée, pleuré les ravages des coups de fouets. Quand le diable éternue, c’est l’enfer qui te dit ""à tes souhaits""Ils disent que j’irai pas là-haut car le soir ils m’ont pas vu prier Ils ont vu les diamants briller, normal qu’ils disent que j’suis illuminéIls s’prosternent devant la SACEM, allez leur dire fuck BFMMets-la dans ta poche et pas dans ton zen, comme Zazie soyons zen Le seul physio’ faut pas paniquer, j’reviendrai pas te niquer ta mère. Si tu m’as recalé même accompagné devant les portes de l’enfer J’suis le rebeu le plus écouté de Dar El Beïda aux Djazaïr Un mathusalem sur une ble-ta : c’est un frère de moins au Fajr Ce ne sont plus les voitures qui crament mais le cœur des habitants Un rebeu à le Assemblée ce est rare comme une capote au couvent. ";1573
"11013";"jul";". Faut-il vraiment qu’on se tire dans l’dos ?. Viens voir où j’traîne ça fait comme dans “Blow”. Marseille c’est chaud, les gens sont déter. Imagine tu réunis Pablo et Django. Ramène ta folle j’lui fais danser la tango. Un peu d’muscle et il m’fait l’Rambo. Ça vole en Kangoo, RDV au receleur. Pour bien manger bah faut bien le cambu. Tu as voulu t’montrer, poto tu as fait un soleil. J’recompte mes sous avant d’trouver le sommeil. Les shmitts passent l’tier-quar comme des héros. Ces fils de pute font des prises de sommeil. Faut qu’j’reste honnête pour ceux qui veulent me connaître. La Puenta, Font-Vert : tu connais la connec’. Viens pas me gratter je suis pas ton collègue. Dédicace aux guetteurs, ceux qu’ont faim de relève. ";1582
"11029";"niro";"Rien de personnel ce est que du business Les couilles plus grosses que la boîte de vitesse Appelle le 18, appelle le 17Rapper comme ça ce est vite ait-f, je sors ma bite comme je sors ma mixtape La drogue a fait des ravages sur nos terrains vagues Le autre il payera pas sa dette, il nous faut sa tête, sur une terrasse basse quand le R1 passe Joue pas les gangstas, shab le mec en place, en face te as des vrais rapaces Comme les grosses baffes à ton papa : quand on arrivera tu nous verras pas Je ai changé de puce, fils de pute, tu pourras tous nous mettre sur écoute Garde la pêche, avale le noyau, meurs sur le coup Je tire pas sur eux, je leur mets des claques, ye a que pour le oseille que je me déplace Moi, je leur parle de faire du cash, eux ils me parlent de faire des clashs N.I.R.O, K.2.A, tu le attendais ? Maintenant tu le as !Toi te es musclé ? Machae Allah ! Nous on est armés comme le Hezbollah On veut la beuh, le argent de la beuh, nique sa grand-mère à la crémière Si je te fends la chatte en deux, quelle lèvre va tomber la première ?";1585
"11034";"niro";". Ghetto, ghetto, ghetto, ghetto soldat Celle-là ce est pour mes rats qui cherche la sal3a dans les rue de 'Meu-Da Je calcule pas les jaloux, les radars, bande de tahana là je arrive Indispensable dans ce rap comme Nasser et Zlatan à Paris. Tire sur moi, te auras pas fini gros même au shtar on va te faire du mal. Pas de cinéma teh les cain-ris, déterminé teh les timals. Ça on connait, connait, connait, mon 'soss envoie la monnaie. On est là que pour ça gros on se en bat les couille de la renommée. On vit ghetto, on meurt ghetto donc on meurt très tôt Accident de moto, accident de auto, tous mes khoroto. Nage le nager le crawl dans une flaque de sang, pété à le hosto'. Réussir dans le hood ce est rare, comme un putain de gagnant du Loto. ";1586
"11036";"niro";". La rue reconnait les vrais arrête ta flûte, on sait qui te es nous sale fils de pute. Tous équipés de la tête aux pieds, on te fait quitter la ville en plus. Dans dix ou quinze piges, je suis mort ou en retraite, six pied sous terre, la vie, ça vaut chère. Faut la garder secrète en ce qui nous concerne, parlez-moi de rien si ce ne est pas du concret Personne est indispensable, on finit par retrouver Dieu. Ils vont retourner le dos à la rue, la rue va leur tourner le dos. On marche en troupe teh les commandos, on ira chez eux pour savoir ce que ils valent. Parle dans mon dos, tu vas gigoter par terre comme un spermatozoïde qui sait plus où il va Vingt-six piges en forme, on arrive en force, on connait tous tes vices. On peut les apprendre à tes petits-enfants, ton arrière-grand-mère et à tous ces petits-fils. Que est-ce que il ferait pas pour la gloire ? Que est-ce que il ferait pas pour le avoir ?. Que est-ce que il se prépare pour Niro ? Que est-ce que il ferait pas pour savoir. ";1586
